Batch,Company,Founder_or_company,LinkedIn,Twitter,Github
Winter_2026,Stilta,Tobias Estreen,https://www.linkedin.com/in/tobiasestreen,https://x.com/estreenx,
Winter_2026,Stilta,Petrus Werner,https://www.linkedin.com/in/petruswerner/,,
Winter_2026,Stilta,Stilta: Cursor for Patent Practitioners,https://www.linkedin.com/in/tobiasestreen/,,
Winter_2026,Stilta,Stilta,http://linkedin.com/company/stilta,,
Winter_2026,Lexius,David Elskamp,https://www.linkedin.com/in/davidelskamp/,,
Winter_2026,Lexius,Liam Webster,https://www.linkedin.com/in/liamwebsterxyz/,,
Winter_2026,Lexius,Lexius,https://www.linkedin.com/company/lexiusss/,,
Winter_2026,Unifold,Hau Chu,https://www.linkedin.com/in/hauchu1998,,
Winter_2026,Unifold,Timothy Chung,https://www.linkedin.com/in/timchunght,,
Winter_2026,Unifold,Quang Huynh,https://www.linkedin.com/in/quang-huynh-us/,,
Winter_2026,Unifold,Unifold,https://www.linkedin.com/company/unifoldio,https://x.com/unifold_io,
Winter_2026,Traverse,Lance Yan,https://www.linkedin.com/in/lance-yan/,https://x.com/lanceyyan,
Winter_2026,Traverse,Zachary Yu,https://www.linkedin.com/in/zacharyyu/,https://x.com/thezacharyyu,
Winter_2026,Traverse,Traverse,https://www.linkedin.com/company/traverse-so/,https://x.com/traverseso,https://x.com/traverseso
Winter_2026,Avoice,Chawin Asavasaetakul,https://www.linkedin.com/in/chawinasava/,,
Winter_2026,Avoice,Chawit Asavasaetakul,https://www.linkedin.com/in/chawit-asavasaetakul-a487a724b/,https://x.com/ChawitAsava,
Winter_2026,Avoice,Avoice,https://www.linkedin.com/company/avoicelabs/?viewAsMember=true,,
Winter_2026,Valgo,Robert Moss,https://www.linkedin.com/in/robert-j-moss,http://x.com/mossr_jl,
Winter_2026,Valgo,Sydney Katz,https://www.linkedin.com/in/smkatz/,,
Winter_2026,Valgo,Valgo,https://www.linkedin.com/company/valgorithmic/,http://x.com/valgorithmicinc,http://x.com/valgorithmicinc
Winter_2026,Pollinate,Corey Berther,https://www.linkedin.com/in/corey-berther/,,
Winter_2026,Pollinate,Adeep Mitra,https://www.linkedin.com/in/adeep-mitra-b71030277/,https://x.com/adeepmi,
Winter_2026,Pollinate,Pollinate,https://www.linkedin.com/company/104852164/admin/dashboard/,,
Winter_2026,Terminal_Use,Filip Balucha,https://www.linkedin.com/in/filip-balucha/,https://x.com/filbalu,
Winter_2026,Terminal_Use,Stavros Filosidis,https://www.linkedin.com/in/stavrosfilosidis,https://x.com/stavros_fil,
Winter_2026,Terminal_Use,Vivek Raja,https://www.linkedin.com/in/v-raja/,https://x.com/v_raja_,
Winter_2026,Terminal_Use,Terminal Use,https://www.linkedin.com/company/terminaluse/,https://x.com/terminaluse,
Winter_2026,Grade,Lotanna Ezeike,https://linkedin.com/in/lottsnomad,https://x.com/lottsnomad,
Winter_2026,Grade,James Heaney,https://linkedin.com/in/jvheaney,https://x.com/jvheaney,
Winter_2026,Grade,Grade,https://linkedin.com/company/usegrade,https://x.com/usegradr,
Winter_2026,Arc_Prize_Foundation,Greg Kamradt,https://www.linkedin.com/in/gregkamradt/,https://x.com/GregKamradt,
Winter_2026,Arc_Prize_Foundation,ARC Prize Foundation,https://www.linkedin.com/company/arcprize,https://x.com/arcprize,
Winter_2026,Oximy,Naman Ambavi,https://linkedin.com/in/namanambavi,https://x.com/namanambavi,
Winter_2026,Oximy,Oximy,https://linkedin.com/company/oximy,https://x.com/oximyhq,https://x.com/oximyhq
Winter_2026,Bubble_Lab,Selina Li,https://www.linkedin.com/in/selina-li-2624a4198/,https://x.com/Selinaliyy,
Winter_2026,Bubble_Lab,Zach Zhong,https://www.linkedin.com/in/zzy0516,https://x.com/zhubzyz,
Winter_2026,Bubble_Lab,Bubble Lab,https://www.linkedin.com/company/bubblelab-ai/,https://x.com/bubblelab_ai,
Winter_2026,Asimov,Lyem Ningthou,https://www.linkedin.com/in/lyem-ningthou-5a09a4239,https://x.com/lyemningthou,
Winter_2026,Asimov,Asimov,https://www.linkedin.com/company/tryasimov,https://x.com/tryasimov,
Winter_2026,Galactic_Resource_Utilization_Space_Inc_Gru_Space,Skyler Chan,https://www.linkedin.com/in/skylerchan03/,https://x.com/skyler_chan_,
Winter_2026,Galactic_Resource_Utilization_Space_Inc_Gru_Space,GRU Space: First Hotel on the Moon - Applications Open 🌕,https://www.linkedin.com/in/skylerchan03/,,
Winter_2026,Galactic_Resource_Utilization_Space_Inc_Gru_Space,"Galactic Resource Utilization Space, Inc. (GRU Space)",https://www.linkedin.com/company/galactic-resource-utilization-space-inc/?viewAsMember=true,https://x.com/gru_space,
Winter_2026,Opalite_Health,Cathleen Kuo,https://www.linkedin.com/in/cathleenkuo/,https://x.com/KuoCathleen,
Winter_2026,Opalite_Health,Alex Mehregan,https://linkedin.com/in/alex-mehregan,https://x.com/akmehregan,
Winter_2026,Opalite_Health,Opalite Health,https://www.linkedin.com/company/opalite-health/,,
Winter_2026,Usereframe,Eric Wiener,https://www.linkedin.com/in/eric-wiener/,,
Winter_2026,Usereframe,Bryan Zin,https://www.linkedin.com/in/bryan-zin,,
Winter_2026,Usereframe,Reframe,https://www.linkedin.com/company/usereframe,,
Winter_2026,Human_Archive,Rushil Agarwal,https://www.linkedin.com/in/rushilagarwal261205/,,
Winter_2026,Human_Archive,Samay Maini,https://www.linkedin.com/in/samaymaini/,https://x.com/samay_maini15,
Winter_2026,Human_Archive,Raj Patel,https://www.linkedin.com/in/raj-patel2004/,https://x.com/babugi28,
Winter_2026,Human_Archive,Shloke Patel,https://www.linkedin.com/in/shloke-patel/,https://x.com/shloke_patel,
Winter_2026,Human_Archive,Human Archive,https://www.linkedin.com/company/human-archive/,,
Winter_2026,Squid,Conor Jones,https://www.linkedin.com/in/conor-jones-aa6590141/,,
Winter_2026,Squid,George Kolokotronis,https://www.linkedin.com/in/george-kolokotronis/,,
Winter_2026,Squid,Squid 🦑 AI-powered grid planning in your browser,https://www.linkedin.com/company/squid-energy/,,
Winter_2026,Squid,Squid,https://www.linkedin.com/company/squid-energy,,
Winter_2026,Arzule,Jeffrey Lin,https://www.linkedin.com/in/jeff-j-lin/,https://x.com/Jeffjinlin,
Winter_2026,Arzule,Nikhil Reddy,https://www.linkedin.com/in/nikhil--reddy,,
Winter_2026,Arzule,Arzule,https://www.linkedin.com/company/arzulehq/,https://x.com/ArzuleAI,
Winter_2026,Remy_Ai,Oscar Brisset,https://www.linkedin.com/in/oscarbrisset/,https://x.com/oscar__2025,
Winter_2026,Remy_Ai,Ben Kaye,https://www.linkedin.com/in/ben-kaye-0/,,
Winter_2026,Remy_Ai,Remy AI,https://www.linkedin.com/company/remy-ai-2025,,
Winter_2026,Caretta,Kayra Bahadir,https://www.linkedin.com/in/kayrabahadir,,
Winter_2026,Caretta,Omar Elamin,https://www.linkedin.com/in/omarelamin,https://x.com/omarelamin_,
Winter_2026,Caretta,Pavlos Markesinis,https://www.linkedin.com/in/pavlosmarkesinis/,https://x.com/pmarkesinis22,
Winter_2026,Caretta,Caretta — Realtime AI for Sales Calls 🐢,https://www.linkedin.com/in/kayrabahadir/,,
Winter_2026,Caretta,Caretta,https://www.linkedin.com/company/carettaai,,https://github.com/CarettaAI
Winter_2026,Zatanna,Alex Blackwell,https://www.linkedin.com/in/alex-blackwell-506228206/,,
Winter_2026,Zatanna,Rithvik Vanga,https://www.linkedin.com/in/rithvik-vanga-0824a5225/,,
Winter_2026,Zatanna,Tarun Vedula,https://www.linkedin.com/in/tarunvedula/,https://x.com/TarunVedula,
Winter_2026,Zatanna,Zatanna,https://www.linkedin.com/company/108413116/admin/dashboard/,,
Winter_2026,Robby,Feroze Mohideen,https://www.linkedin.com/in/feroze-mohideen/,https://x.com/FerozeMohideen,
Winter_2026,Robby,Joseph Schwarzmann,https://www.linkedin.com/in/joseph-schwarzmann/,https://x.com/JoeSchwarzmann,
Winter_2026,Robby,Robby,https://www.linkedin.com/company/tryrobby/,,
Winter_2026,Fullseam,Aaron Coppa,https://www.linkedin.com/in/aaron-coppa-451a1955/,,
Winter_2026,Fullseam,Thomas Dowling,https://linkedin.com/in/thomas-dowling-2a3aabb7,https://x.com/thetomdowling,
Winter_2026,Fullseam,Geoff Segal,https://www.linkedin.com/in/geoff-segal-744407ba/,,
Winter_2026,Fullseam,FullSeam,https://www.linkedin.com/company/fullseam/,http://x.com/FullSeam,
Winter_2026,Constellation_Space,Laith Altarabishi,https://www.linkedin.com/in/laithaustin/,,
Winter_2026,Constellation_Space,Raaid Kabir,https://www.linkedin.com/in/raaid-kabir/,https://x.com/raaidkabir,
Winter_2026,Constellation_Space,Kamran Majid,https://www.linkedin.com/in/kamran-majid/,,
Winter_2026,Constellation_Space,Omeed Tehrani,https://www.linkedin.com/in/omeedtehrani,https://x.com/omeedtehrani,
Winter_2026,Constellation_Space,Constellation Space,https://www.linkedin.com/company/constellation-io,,
Winter_2026,Getbalance,Gus Levinson,https://www.linkedin.com/in/gus-levinson/,,
Winter_2026,Getbalance,Mathias Løvring,https://www.linkedin.com/in/mathias-lovring/,https://x.com/mathiaslovring,
Winter_2026,Getbalance,Emil Munk,https://www.linkedin.com/in/emil-munk/,,
Winter_2026,Getbalance,⚖️ Balance - AI accounting firm for SMBs,https://www.linkedin.com/in/emil-munk/,,
Winter_2026,Pocket,Gabriel Dymowski,https://www.linkedin.com/in/gabrieldymowski/,https://x.com/gabrieldymowski,
Winter_2026,Pocket,Akshay Narisetti,https://www.linkedin.com/in/akshaynarisetti,https://x.com/AkshayNarisetti,
Winter_2026,Pocket,Pocket,https://www.linkedin.com/company/heypocketai,https://x.com/heypocket,
Winter_2026,Zymbly,Robbie Bourke,https://www.linkedin.com/in/robbie-bourke-775494b/,,
Winter_2026,Zymbly,Azmat Habibullah,https://linkedin.com/in/azmat-habibullah,https://x.com/azmathabibullah,
Winter_2026,Zymbly,Ben Jacob,https://www.linkedin.com/in/ben-jacob-a49a3165/,,
Winter_2026,Orthogonal,Christian Pickett,https://linkedin.com/in/christian-pickett,https://x.com/chrisspickett,
Winter_2026,Orthogonal,Bera Sogut,https://linkedin.com/in/berasogut,https://twitter.com/berasogut1,
Winter_2026,Orthogonal,Orthogonal - Agentic Payments for APIs,https://www.linkedin.com/company/orthogonalsh,https://x.com/orthogonal_sh,
Winter_2026,Orthogonal,Orthogonal,https://www.linkedin.com/company/orthogonalsh,https://x.com/orthogonal_sh,https://x.com/orthogonal_sh
Winter_2026,Kita,Carmel Limcaoco,https://www.linkedin.com/in/carmellimcaoco/,https://x.com/carmelkita,
Winter_2026,Kita,Rhea Malhotra,https://www.linkedin.com/in/rhea-malhotra-198744142,https://x.com/_rheamalhotra_,
Winter_2026,Kita,Kita,https://www.linkedin.com/company/kitafi/,,
Winter_2026,Strand_Ai,Yue Dai,https://www.linkedin.com/in/yd0531/,,
Winter_2026,Strand_Ai,Oded Falik,https://www.linkedin.com/in/oded-falik/,https://x.com/_odedf,
Winter_2026,Strand_Ai,Strand AI,https://linkedin.com/company/strand-ai/,,
Winter_2026,Inviscid_Ai,Kabir Jain,https://www.linkedin.com/in/kabir-jain-781a6525a,,
Winter_2026,Inviscid_Ai,Ziming Qiu,https://www.linkedin.com/in/qiu-ziming,,
Winter_2026,Inviscid_Ai,Inviscid AI,https://linkedin.com/company/inviscid-ai,,https://github.com/InviscidAI
Winter_2026,Chasi,Akash Pavan,https://linkedin.com/in/akashpavan,https://x.com/akashpavan,
Winter_2026,Chasi,Sarman Aulakh,https://www.linkedin.com/in/sarmanaulakh/,,
Winter_2026,Chasi,Chasi,https://www.linkedin.com/company/chasi-ai,,
Winter_2026,Perfectly,Victor Luo,https://linkedin.com/in/victor-luo,,
Winter_2026,Perfectly,Zhuang (Gary) Luo,https://www.linkedin.com/in/zhuang-luo/,,
Winter_2026,Perfectly,Hire with Perfectly✨: Your AI Recruiting Agency,https://www.linkedin.com/in/victor-luo/,,
Winter_2026,Perfectly,Perfectly,https://www.linkedin.com/company/hireperfectly,,
Winter_2026,Pax_Historia,Eli Bullock-Papa,https://linkedin.com/in/elibullockpapa,,
Winter_2026,Pax_Historia,Ryan Zhang,https://www.linkedin.com/in/ryanz22,,
Winter_2026,Pax_Historia,Pax Historia,https://www.linkedin.com/company/pax-historia,,https://github.com/pax-historia
Winter_2026,Codewisp,Elvin Fu,https://www.linkedin.com/in/fuelvin/,https://x.com/itsfuelvin,
Winter_2026,Codewisp,CodeWisp,https://www.linkedin.com/company/codewisp/,https://x.com/usecodewisp,
Winter_2026,Cardboard,Saksham Aggarwal,https://linkedin.com/in/sakshamagg27,https://x.com/sxmawl,
Winter_2026,Cardboard,Ishan Sharma,https://www.linkedin.com/in/ishandeveloper,https://x.com/ishandeveloper,
Winter_2026,Cardboard,Cardboard - Agentic Video Editor,http://linkedin.com/in/sakshamagg27,,
Winter_2026,Cardboard,Cardboard,https://www.linkedin.com/company/cardboardinc,https://x.com/usecardboard,
Winter_2026,Zerosettle,Ryan Elliott,https://www.linkedin.com/in/ryanelliott-10,,
Winter_2026,Zerosettle,Gabe Roeloffs,https://linkedin.com/in/gabe-roeloffs,https://x.com/gaberoeloffs,
Winter_2026,Zerosettle,ZeroSettle,https://www.linkedin.com/company/zerosettle,https://x.com/zerosettle,https://x.com/zerosettle
Winter_2026,Scout_Out,Nolan Rossi,https://www.linkedin.com/in/nolan-rossi,https://x.com/NolanRossi100,
Winter_2026,Scout_Out,Scout Out: Find residential construction jobs and bid faster,https://www.linkedin.com/in/nolan-rossi/,,
Winter_2026,Scout_Out,Scout Out,https://www.linkedin.com/company/111206906,,
Winter_2026,Burt,Kurt Sharma,https://www.linkedin.com/in/kartavya-sharma,,
Winter_2026,Burt,Bobby Zhong,https://linkedin.com/in/bobby-zhong,https://x.com/bobbyzhong333,
Winter_2026,Burt,Burt - Train and Deploy Specialized Models,https://www.linkedin.com/in/bobby-zhong/,,
Winter_2026,Burt,Burt,https://www.linkedin.com/company/train-burt,,
Winter_2026,Prana_Health,Sanjit Menon,https://linkedin.com/in/sanjit-menon-6674281a6,https://x.com/smenon21,
Winter_2026,Prana_Health,Meer Patel,https://www.linkedin.com/in/meerpatel,https://x.com/_meerpatel,
Winter_2026,Prana_Health,Vishvam Rawal,https://www.linkedin.com/in/vishvam-rawal-985b04238/,,
Winter_2026,Prana_Health,Prana,https://www.linkedin.com/company/pranahealthai,,
Winter_2026,Maven,Wasi Ahmed,https://www.linkedin.com/in/wasi-ahmed05/,,
Winter_2026,Maven,Brandon Boehme,https://www.linkedin.com/in/brandon-boehme/,https://x.com/brandondboehme,
Winter_2026,Maven,Maven,https://www.linkedin.com/company/trymaven,,
Winter_2026,Bidflow,Jesse Choe,https://www.linkedin.com/in/jc10/,https://x.com/jesse_choe10,
Winter_2026,Bidflow,Gautham Ramachandran,https://www.linkedin.com/in/gautham-ramachandran-74b5712a4/,,
Winter_2026,Bidflow,Bidflow - AI Copilot for Electrical Estimating,https://www.linkedin.com/in/jc10/,,
Winter_2026,Bits_2,Robbie Thompson,https://www.linkedin.com/in/robert-thompson-133469175/,,
Winter_2026,Bits_2,Bailey Wickham,https://www.linkedin.com/in/bailey-w-10b01a345/,,
Winter_2026,Bits_2,Bits,https://www.linkedin.com/company/110927082/admin/dashboard/,https://x.com/usebits_inc,https://x.com/usebits_inc
Winter_2026,Wayco,Iqbol Temirkhojaev,https://www.linkedin.com/in/iqbolkhoja/,https://x.com/iqbol_t,
Winter_2026,Wayco,Wayco,https://www.linkedin.com/in/iqbolkhoja/,,
Winter_2026,Protent,Srihan Balaji,https://www.linkedin.com/in/bsrihan/,https://x.com/srihanbr,
Winter_2026,Protent,Abhisheik Sharma,https://www.linkedin.com/in/abhisheiksharma/,,
Winter_2026,Trycardinal_Ai,Devi Jha,https://linkedin.com/in/devishijha,,
Winter_2026,Trycardinal_Ai,Jianna Liu,https://linkedin.com/in/jianna-liu-90747413b,,
Winter_2026,Fenrock_Ai_Yc_W26,Charu Sharma,https://www.linkedin.com/in/charusharma1/,https://x.com/charu1603,
Winter_2026,Fenrock_Ai_Yc_W26,Fenrock AI (YC W26),https://www.linkedin.com/company/fenrock-ai,https://x.com/FenrockAI,
Winter_2026,Grazemate,Sam Rogers,https://www.linkedin.com/in/samson-rogers/,,
Winter_2026,Grazemate,GrazeMate,https://www.linkedin.com/company/105884860,,
Winter_2026,Arcline,Pamir Ehsas,https://www.linkedin.com/in/pamirehsas/,https://x.com/pamirehsas,
Winter_2026,Arcline,Stefan Mandaric,https://www.linkedin.com/in/stefan-mandaric/,,
Winter_2026,Arcline,Arcline: AI-native legal services for startups 👩🏻‍⚖️,https://www.linkedin.com/in/pamirehsas/,,
Winter_2026,Arcline,Arcline,https://www.linkedin.com/company/arclinelegal,https://x.com/ArclineLegal,
Winter_2026,Voltair,Hayden Gosch,https://www.linkedin.com/in/haydengosch/,,
Winter_2026,Voltair,Avi Gotskind,https://www.linkedin.com/in/avigotskind,,
Winter_2026,Voltair,Ronan Nopp,https://www.linkedin.com/in/ronan-nopp,,
Winter_2026,Voltair,Warren Weissbluth,https://www.linkedin.com/in/warrenweissbluth/,,
Winter_2026,Voltair,Voltair,https://www.linkedin.com/company/106697553/admin/dashboard/,,
Winter_2026,Voygr,Vlad Baskakov,https://www.linkedin.com/in/vladbaskakov,,
Winter_2026,Voygr,Yarik Markov,https://www.linkedin.com/in/yarik-markov-b40b8341/,https://x.com/yamarkov,
Winter_2026,Voygr,VOYGR,https://linkedin.com/company/voygr-tech,https://x.com/VoygrTech,
Winter_2026,Laurence,Matthew Chen,https://linkedin.com/in/matthew-l-chen,https://x.com/mlaurencechen,
Winter_2026,Laurence,Leo Gierhake,https://www.linkedin.com/in/leo-gierhake-9bbb511b7/,https://x.com/LGierhake,
Winter_2026,Laurence,Laurence,https://www.linkedin.com/company/laurence-ai,https://x.com/trylaurence,https://x.com/trylaurence
Winter_2026,General_Legal,J.P. Mohler,https://www.linkedin.com/in/jp-mohler/,,
Winter_2026,General_Legal,Javed Qadruddin,https://www.linkedin.com/in/javed-qadrud-din/,,
Winter_2026,General_Legal,Ryan Walker,https://www.linkedin.com/in/ryanwalkerdata,https://x.com/gen_legal_inc,
Winter_2026,General_Legal,General Legal -- The AI Native Law Firm for the Growth Stage,https://www.linkedin.com/in/ryanwalkerdata/,,
Winter_2026,General_Legal,General Legal,https://www.linkedin.com/company/general-legal,https://x.com/gen_legal_inc,https://x.com/gen_legal_inc
Winter_2026,Fort,Miranda Nover,https://linkedin.com/in/mirandanover,https://x.com/miranda_nover,
Winter_2026,Fort,Paul Schneider,https://www.linkedin.com/in/paulcschneider,https://x.com/walktherefast,
Winter_2026,Fort,Zac Valles,https://www.linkedin.com/in/zacvalles/,https://x.com/ZacValles,
Winter_2026,Fort,Fort: Automatic Strength Tracking for People Who Care About Longevity,https://www.linkedin.com/in/paulcschneider/,,
Winter_2026,Fort,Fort,https://linkedin.com/company/fortlabs,https://x.com/fortwearable,
Winter_2026,Eigenpal,Jedrzej Blaszyk,https://www.linkedin.com/in/jedrzej-blaszyk/,,
Winter_2026,Eigenpal,Matej Novak,https://www.linkedin.com/in/novak-matej/,https://x.com/novakmatej1,
Winter_2026,Eigenpal,EigenPal,https://www.linkedin.com/company/eigenpal,http://x.com/eigenpal,
Winter_2026,Sonarly,Dimittri Choudhury,https://www.linkedin.com/in/dimittrichoudhury/,https://x.com/dachoudhury,
Winter_2026,Sonarly,Alexandre Klobb,https://www.linkedin.com/in/alexandre-klobb-09bb40225?utm_source=share&utm_campaign=share_via&utm_content=profile&utm_medium=ios_app,https://x.com/AKlobb,
Winter_2026,Sonarly,Sonarly,https://www.linkedin.com/company/sonarly-dev,https://x.com/SonarlyDev,https://x.com/SonarlyDev
Winter_2026,Hex_Security,Huzaifa Ahmad,https://linkedin.com/in/ahmadhuzaifa012,https://x.com/hzzzaifa,
Winter_2026,Hex_Security,Ahmad Khan,https://www.linkedin.com/in/ahmad-khan-b6584b225/,https://x.com/zer0day,
Winter_2026,Hex_Security,Prama Yudhistira,https://www.linkedin.com/in/pramayudhistira/,https://x.com/menace_codes,
Winter_2026,Hex_Security,Hex Security: AI that Hacks before Attackers do,https://www.linkedin.com/in/ahmadhuzaifa012/,,
Winter_2026,Hex_Security,Hex Security,https://www.linkedin.com/company/hex-security,,
Winter_2026,10X_Science,David Roberts,https://www.linkedin.com/in/davidstephenroberts/,https://x.com/DSRoberts007,
Winter_2026,10X_Science,Andrew Reiter,https://www.linkedin.com/in/andrew-r-593066136,,
Winter_2026,10X_Science,Vishnu Tejus,https://www.linkedin.com/in/vishnutejus,https://www.twitter.com/vrtejus,
Winter_2026,10X_Science,10x Science: Unlocking the future of drug development 🔑🧬,http://www.linkedin.com/in/davidstephenroberts,,
Winter_2026,10X_Science,10x Science,https://www.linkedin.com/company/10xscience/,https://x.com/10x_Science,
Winter_2026,Crosslayer_Labs,Henry Birge-Lee,https://www.linkedin.com/in/henry-birge-lee-211002121/,,
Winter_2026,Crosslayer_Labs,Grace Cimaszewski,https://www.linkedin.com/in/grace-c-bb3945a3/,,
Winter_2026,Crosslayer_Labs,Prateek Mittal,https://www.linkedin.com/in/prateek-mittal-aa859a45,https://x.com/prateekmittal_,
Winter_2026,Crosslayer_Labs,Crosslayer Labs: We discovered (and can protect you against) a new attack allowing hackers to spoof any website(!),,http://brex.com/,
Winter_2026,Crosslayer_Labs,Crosslayer Labs,https://www.linkedin.com/company/108065591/,,https://github.com/crosslayerlabs/
Winter_2026,Aurorin_Cad,Michael Baron,https://www.linkedin.com/in/michael-andrew-baron/,https://x.com/nominalaviator?s=21,
Winter_2026,Aurorin_Cad,Aurorin CAD,,https://x.com/aurorincad?s=21,
Winter_2026,Servo7,Pieter Becking,https://www.linkedin.com/in/pieterbecking/,,
Winter_2026,Servo7,Jasper van Leuven,https://www.linkedin.com/in/jasper-van-leuven-14a3ba1b6/,,
Winter_2026,Servo7,Servo7,https://www.linkedin.com/company/servo7,https://x.com/Servo7Robotics,
Winter_2026,Maywood,Drake Goodman,https://www.linkedin.com/in/drake-goodman/,,
Winter_2026,Maywood,Kent Goodman,https://www.linkedin.com/in/kent-goodman,,
Winter_2026,Maywood,Esteban Vizcaino,https://www.linkedin.com/in/esteban-vizcaino-9920a5210/,,
Winter_2026,Maywood,Maywood,https://www.linkedin.com/company/maywood/,https://x.com/maywoodai?s=21&t=VSCMuGGZdlswu2O-sROs-Q,
Winter_2026,Origami_Robotics,Ryan Xie,https://linkedin.com/in/quanliang-ryan-xie,,
Winter_2026,Origami_Robotics,Quanting(Daniel) xie,https://www.linkedin.com/in/quanting-xie/,https://x.com/DanielXieee,
Winter_2026,Origami_Robotics,Origami Robotics,https://www.linkedin.com/company/origami-robotics-inc,,
Winter_2026,Ishiki_Labs,Robert Xu,https://www.linkedin.com/in/robert-xu/,,
Winter_2026,Ishiki_Labs,Amit Yadav,https://www.linkedin.com/in/amit-kumar-singh-yadav,,
Winter_2026,Ishiki_Labs,Ishiki Labs,https://www.linkedin.com/company/ishiki-labs,https://x.com/ishikilabs,
Winter_2026,Ressl_Ai,Abhishek E,https://www.linkedin.com/in/abhishek-e-b436231a4/,,
Winter_2026,Ressl_Ai,Arushi Gandhi,https://www.linkedin.com/in/arushi-gandhi/,https://x.com/arushi_ressl,
Winter_2026,Ressl_Ai,Ressl AI,https://www.linkedin.com/company/ressl-ai,,
Winter_2026,Daivin,Leo Kankkunen,https://www.linkedin.com/in/leo-kankkunen/,https://x.com/se4lion,
Winter_2026,Daivin,DAIVIN! - We let humans breathe underwater (without oxygen tanks!),https://www.linkedin.com/in/leo-kankkunen/,https://x.com/DAIVIN_TECH,
Winter_2026,Daivin,DAIVIN!,https://www.linkedin.com/company/daivin,https://x.com/DAIVIN_TECH,
Winter_2026,Tensol,Oliviero Pinotti,https://linkedin.com/in/olivieropinotti,https://x.com/olivieropinotti,
Winter_2026,Tensol,Pratik Satija,https://www.linkedin.com/in/pratik-satija/,https://x.com/pratik_satija,
Winter_2026,Tensol,Tensol,https://www.linkedin.com/company/tensolai,https://x.com/tensol_ai,
Winter_2026,Autositu,Xuanshu Lin,https://www.linkedin.com/in/linxis01/,,
Winter_2026,Autositu,George Zhai,https://www.linkedin.com/in/george-zhai-213373141/,,
Winter_2026,Autositu,AutoSitu: AI-native Developmen Plan Review for Faster Approvals,https://www.linkedin.com/company/autositu,,
Winter_2026,Autositu,AutoSitu,https://www.linkedin.com/company/autositu,https://x.com/autositu,
